Date,Source,Season,Production
2025-06-07 00:00:00,Wind,Summer,7180
2021-04-18 00:00:00,Wind,Spring,1954
2021-08-01 00:00:00,Wind,Summer,2357
2021-04-27 00:00:00,Wind,Spring,6406
2023-05-31 00:00:00,Wind,Spring,7949
2023-10-03 00:00:00,Wind,Fall,9763
2020-05-13 00:00:00,Wind,Spring,8135
2023-06-12 00:00:00,Wind,Summer,2753
2022-11-11 00:00:00,Wind,Fall,2858
2021-04-14 00:00:00,Wind,Spring,8978
2023-12-16 00:00:00,Wind,Winter,1986
2021-07-17 00:00:00,Wind,Summer,4501
2024-04-18 00:00:00,Solar,Spring,8128
2025-07-19 00:00:00,Wind,Summer,8795
2023-01-26 00:00:00,Wind,Winter,2238
2022-08-11 00:00:00,Wind,Summer,4852
2024-06-21 00:00:00,Wind,Summer,4798
2023-03-22 00:00:00,Wind,Spring,13652
2025-08-03 00:00:00,Solar,Summer,6657
2020-02-13 00:00:00,Wind,Winter,7835
2021-01-04 00:00:00,Wind,Winter,1699
2022-05-07 00:00:00,Solar,Spring,6711
2020-07-31 00:00:00,Solar,Summer,4357
2024-05-23 00:00:00,Wind,Spring,2688
2021-07-11 00:00:00,Wind,Summer,868
2025-09-26 00:00:00,Wind,Fall,313
2024-05-06 00:00:00,Wind,Spring,3361
2023-09-12 00:00:00,Solar,Fall,4933
2023-05-25 00:00:00,Wind,Spring,7031
2021-11-30 00:00:00,Wind,Fall,12769
2024-05-12 00:00:00,Wind,Spring,6724
2023-11-02 00:00:00,Wind,Fall,15126
2023-08-05 00:00:00,Wind,Summer,2691
2024-02-04 00:00:00,Wind,Winter,7222
2022-06-02 00:00:00,Wind,Summer,3841
2021-01-29 00:00:00,Wind,Winter,14856
2021-10-11 00:00:00,Wind,Fall,2918
2024-08-15 00:00:00,Wind,Summer,1492
2020-04-28 00:00:00,Wind,Spring,2577
2020-05-08 00:00:00,Solar,Spring,3383
2023-11-26 00:00:00,Wind,Fall,3686
2022-11-22 00:00:00,Wind,Fall,8882
2020-12-09 00:00:00,Wind,Winter,2329
2022-04-27 00:00:00,Solar,Spring,9731
2022-11-06 00:00:00,Wind,Fall,8112
2023-06-15 00:00:00,Wind,Summer,3676
2022-05-08 00:00:00,Solar,Spring,6177
2021-10-11 00:00:00,Wind,Fall,3875
2020-06-24 00:00:00,Wind,Summer,4432
2021-05-09 00:00:00,Wind,Spring,9742
2020-05-30 00:00:00,Wind,Spring,4315
2020-11-24 00:00:00,Wind,Fall,1746
2021-12-27 00:00:00,Wind,Winter,8533
2020-10-20 00:00:00,Wind,Fall,10025
2025-06-08 00:00:00,Wind,Summer,2194
2021-02-15 00:00:00,Wind,Winter,10609
2021-03-18 00:00:00,Wind,Spring,3876
2021-05-17 00:00:00,Wind,Spring,15134
2020-01-20 00:00:00,Wind,Winter,5336
2022-04-10 00:00:00,Wind,Spring,1683
2025-10-15 00:00:00,Wind,Fall,5526
2020-01-07 00:00:00,Wind,Winter,4300
2021-08-28 00:00:00,Wind,Summer,3976
2020-12-21 00:00:00,Wind,Winter,12351
2023-10-22 00:00:00,Wind,Fall,6622
2023-09-13 00:00:00,Wind,Fall,1142
2023-03-18 00:00:00,Wind,Spring,6164
2022-11-11 00:00:00,Solar,Fall,6121
2020-08-04 00:00:00,Wind,Summer,1848
2021-09-24 00:00:00,Wind,Fall,811
2023-04-06 00:00:00,Wind,Spring,9974
2025-01-24 00:00:00,Wind,Winter,20266
2024-02-27 00:00:00,Wind,Winter,11863
2024-07-13 00:00:00,Wind,Summer,1314
2025-10-16 00:00:00,Wind,Fall,4569
2023-01-19 00:00:00,Wind,Winter,3941
2020-10-29 00:00:00,Wind,Fall,8304
2023-04-13 00:00:00,Wind,Spring,12488
2020-11-16 00:00:00,Wind,Fall,8614
2023-07-29 00:00:00,Wind,Summer,9214
2025-11-12 00:00:00,Wind,Fall,13981
2025-10-26 00:00:00,Wind,Fall,9488
2025-10-02 00:00:00,Solar,Fall,10562
2020-09-01 00:00:00,Solar,Fall,4322
2024-09-19 00:00:00,Wind,Fall,8099
2021-05-15 00:00:00,Wind,Spring,4140
2021-02-13 00:00:00,Wind,Winter,6179
2023-08-20 00:00:00,Wind,Summer,1018
2025-03-17 00:00:00,Solar,Spring,9414
2023-04-15 00:00:00,Wind,Spring,10025
2022-10-06 00:00:00,Wind,Fall,1907
2023-12-20 00:00:00,Wind,Winter,8716
2025-04-20 00:00:00,Wind,Spring,3971
2024-11-28 00:00:00,Wind,Fall,2505
2025-09-07 00:00:00,Wind,Fall,6061
2024-08-19 00:00:00,Solar,Summer,9521
2022-11-20 00:00:00,Wind,Fall,9046
2021-02-09 00:00:00,Wind,Winter,2115
2021-05-10 00:00:00,Wind,Spring,7215
2020-12-23 00:00:00,Wind,Winter,7054
2020-09-12 00:00:00,Solar,Fall,4331
2024-10-11 00:00:00,Wind,Fall,622
2024-01-21 00:00:00,Wind,Winter,14424
2023-06-30 00:00:00,Wind,Summer,9841
2023-02-17 00:00:00,Wind,Winter,7016
2023-08-03 00:00:00,Wind,Summer,12675
2023-12-28 00:00:00,Wind,Winter,13984
2020-05-10 00:00:00,Wind,Spring,2636
2025-11-03 00:00:00,Wind,Fall,8937
2025-02-03 00:00:00,Wind,Winter,1946
2024-02-24 00:00:00,Wind,Winter,6656
2020-09-06 00:00:00,Wind,Fall,2406
2020-08-19 00:00:00,Wind,Summer,7727
2021-02-22 00:00:00,Wind,Winter,5302
2021-09-06 00:00:00,Solar,Fall,4607
2024-04-05 00:00:00,Wind,Spring,14615
2020-12-24 00:00:00,Wind,Winter,11043
2023-04-11 00:00:00,Wind,Spring,8468
2025-05-06 00:00:00,Wind,Spring,9254
2023-03-10 00:00:00,Wind,Spring,6183
2024-07-27 00:00:00,Solar,Summer,6448
2022-08-15 00:00:00,Wind,Summer,4944
2024-01-24 00:00:00,Wind,Winter,15725
2024-06-11 00:00:00,Wind,Summer,1917
2024-10-05 00:00:00,Wind,Fall,7671
2020-05-22 00:00:00,Wind,Spring,3939
2021-12-31 00:00:00,Wind,Winter,5685
2025-07-26 00:00:00,Wind,Summer,2368
2020-01-25 00:00:00,Solar,Winter,2622
2021-11-30 00:00:00,Wind,Fall,11135
2022-06-02 00:00:00,Wind,Summer,2050
2024-12-12 00:00:00,Wind,Winter,3531
2024-08-25 00:00:00,Solar,Summer,4862
2020-01-02 00:00:00,Wind,Winter,4169
2023-09-07 00:00:00,Wind,Fall,2215
2023-07-17 00:00:00,Wind,Summer,1150
2025-06-04 00:00:00,Solar,Summer,6538
2022-09-12 00:00:00,Wind,Fall,2700
2020-09-16 00:00:00,Wind,Fall,800
2020-04-06 00:00:00,Wind,Spring,6087
2022-03-06 00:00:00,Wind,Spring,7693
2022-12-20 00:00:00,Wind,Winter,13622
2023-03-19 00:00:00,Wind,Spring,3522
2021-05-14 00:00:00,Wind,Spring,3321
2022-03-19 00:00:00,Wind,Spring,9623
2023-04-15 00:00:00,Wind,Spring,12042
2020-11-10 00:00:00,Wind,Fall,1153
2025-10-08 00:00:00,Wind,Fall,584
2025-07-29 00:00:00,Wind,Summer,5792
2021-10-08 00:00:00,Wind,Fall,3432
2022-03-11 00:00:00,Wind,Spring,10430
2025-10-07 00:00:00,Solar,Fall,3781
2025-02-26 00:00:00,Wind,Winter,15275
2023-01-27 00:00:00,Wind,Winter,7462
2024-07-04 00:00:00,Wind,Summer,6505
2025-08-27 00:00:00,Wind,Summer,2086
2020-04-13 00:00:00,Wind,Spring,3469
2020-11-03 00:00:00,Wind,Fall,3597
2025-04-21 00:00:00,Wind,Spring,3158
2021-04-13 00:00:00,Wind,Spring,4444
2024-11-14 00:00:00,Wind,Fall,3238
2022-03-01 00:00:00,Wind,Spring,2865
2023-03-20 00:00:00,Wind,Spring,1690
2024-07-15 00:00:00,Solar,Summer,8737
2025-07-27 00:00:00,Wind,Summer,2172
2022-08-05 00:00:00,Wind,Summer,2957
2024-12-10 00:00:00,Wind,Winter,10560
2023-12-19 00:00:00,Wind,Winter,11260
2022-08-11 00:00:00,Wind,Summer,4398
2021-07-15 00:00:00,Wind,Summer,7253
2025-03-29 00:00:00,Wind,Spring,11249
2025-09-05 00:00:00,Wind,Fall,687
2025-11-11 00:00:00,Wind,Fall,8058
2024-06-18 00:00:00,Solar,Summer,6244
2020-04-04 00:00:00,Wind,Spring,996
2024-03-31 00:00:00,Wind,Spring,10457
2022-08-02 00:00:00,Wind,Summer,957
2025-07-20 00:00:00,Wind,Summer,4506
2023-08-03 00:00:00,Wind,Summer,14771
2025-07-12 00:00:00,Solar,Summer,9607
2020-01-26 00:00:00,Wind,Winter,8371
2022-05-16 00:00:00,Wind,Spring,5803
2021-05-23 00:00:00,Wind,Spring,5905
2021-03-18 00:00:00,Wind,Spring,3524
2021-02-04 00:00:00,Wind,Winter,5125
2020-06-10 00:00:00,Wind,Summer,731
2023-07-09 00:00:00,Solar,Summer,4652
2023-08-13 00:00:00,Wind,Summer,931
2025-03-20 00:00:00,Wind,Spring,6946
2023-08-08 00:00:00,Wind,Summer,1820
2023-07-03 00:00:00,Wind,Summer,11480
2023-09-30 00:00:00,Wind,Fall,663
2020-01-10 00:00:00,Wind,Winter,1571
2024-12-30 00:00:00,Solar,Winter,3281
2021-05-02 00:00:00,Solar,Spring,3016
2021-08-07 00:00:00,Wind,Summer,11586
2021-05-28 00:00:00,Wind,Spring,2572
2022-05-16 00:00:00,Solar,Spring,7699
2020-01-04 00:00:00,Wind,Winter,1931
2020-11-08 00:00:00,Wind,Fall,3916
2023-07-27 00:00:00,Wind,Summer,9065
2024-09-10 00:00:00,Wind,Fall,4683
2021-03-19 00:00:00,Wind,Spring,5907
2020-02-28 00:00:00,Wind,Winter,2643
2023-05-18 00:00:00,Wind,Spring,7850
2020-04-20 00:00:00,Wind,Spring,5296
2020-04-09 00:00:00,Wind,Spring,723
2025-05-03 00:00:00,Solar,Spring,5971
2025-07-30 00:00:00,Wind,Summer,1452
2020-04-28 00:00:00,Wind,Spring,3067
2023-02-26 00:00:00,Wind,Winter,14492
2021-04-11 00:00:00,Wind,Spring,7658
2024-05-08 00:00:00,Solar,Spring,9558
2020-04-08 00:00:00,Wind,Spring,2303
2021-07-04 00:00:00,Wind,Summer,862
2025-01-28 00:00:00,Wind,Winter,19004
2020-11-14 00:00:00,Wind,Fall,11103
2020-07-21 00:00:00,Wind,Summer,4876
2022-10-04 00:00:00,Wind,Fall,1416
2024-08-04 00:00:00,Solar,Summer,6580
2020-01-02 00:00:00,Wind,Winter,6857
2021-07-10 00:00:00,Wind,Summer,2043
2022-02-26 00:00:00,Wind,Winter,9716
2022-11-29 00:00:00,Wind,Fall,1111
2025-06-08 00:00:00,Wind,Summer,8306
2022-04-05 00:00:00,Wind,Spring,8495
2024-03-10 00:00:00,Wind,Spring,2181
2020-08-23 00:00:00,Wind,Summer,4332
2020-11-24 00:00:00,Wind,Fall,1768
2024-07-23 00:00:00,Wind,Summer,5404
2024-05-23 00:00:00,Wind,Spring,2979
2023-04-16 00:00:00,Wind,Spring,5054
2025-06-06 00:00:00,Wind,Summer,7339
2024-01-19 00:00:00,Wind,Winter,2193
2023-12-17 00:00:00,Solar,Winter,3018
2025-03-21 00:00:00,Wind,Spring,8152
2020-09-06 00:00:00,Wind,Fall,1961
2020-12-04 00:00:00,Wind,Winter,12264
2024-07-17 00:00:00,Solar,Summer,6067
2025-10-01 00:00:00,Solar,Fall,10058
2021-03-30 00:00:00,Solar,Spring,4810
2024-05-24 00:00:00,Wind,Spring,703
2023-02-16 00:00:00,Solar,Winter,7999
2025-11-02 00:00:00,Wind,Fall,8643
2024-07-31 00:00:00,Wind,Summer,1578
2024-12-31 00:00:00,Wind,Winter,4218
2023-01-12 00:00:00,Wind,Winter,15968
2024-03-09 00:00:00,Wind,Spring,11075
2025-04-21 00:00:00,Wind,Spring,3806
2022-06-19 00:00:00,Wind,Summer,12018
2022-03-24 00:00:00,Solar,Spring,4911
2023-12-06 00:00:00,Solar,Winter,3145
2020-10-22 00:00:00,Wind,Fall,4372
2022-09-01 00:00:00,Wind,Fall,3514
2023-02-17 00:00:00,Wind,Winter,7645
2025-06-14 00:00:00,Wind,Summer,4111
2025-09-28 00:00:00,Solar,Fall,5298
2025-11-04 00:00:00,Wind,Fall,13899
2021-07-05 00:00:00,Solar,Summer,7806
2022-02-21 00:00:00,Wind,Winter,14976
2025-11-17 00:00:00,Wind,Fall,5188
2024-08-23 00:00:00,Wind,Summer,11855
2022-03-31 00:00:00,Wind,Spring,11938
2021-09-28 00:00:00,Wind,Fall,3222
2024-06-24 00:00:00,Wind,Summer,2733
2021-09-03 00:00:00,Wind,Fall,1704
2022-10-03 00:00:00,Wind,Fall,1114
2022-08-22 00:00:00,Wind,Summer,1373
2022-02-27 00:00:00,Wind,Winter,8949
2022-06-28 00:00:00,Wind,Summer,1723
2025-08-22 00:00:00,Wind,Summer,6431
2023-05-05 00:00:00,Solar,Spring,4662
2022-03-19 00:00:00,Wind,Spring,12710
2021-04-18 00:00:00,Solar,Spring,3757
2025-07-11 00:00:00,Solar,Summer,11291
2025-09-04 00:00:00,Wind,Fall,8069
2022-10-21 00:00:00,Wind,Fall,9441
2020-07-27 00:00:00,Wind,Summer,6801
2020-07-09 00:00:00,Wind,Summer,7247
2023-06-19 00:00:00,Solar,Summer,4302
2020-08-13 00:00:00,Wind,Summer,1791
2023-09-21 00:00:00,Wind,Fall,7242
2022-07-25 00:00:00,Wind,Summer,8474
2023-11-27 00:00:00,Wind,Fall,11622
2022-04-09 00:00:00,Solar,Spring,5360
2022-11-02 00:00:00,Wind,Fall,6705
2022-08-17 00:00:00,Wind,Summer,1436
2021-04-20 00:00:00,Wind,Spring,703
2024-08-15 00:00:00,Wind,Summer,1268
2022-07-11 00:00:00,Wind,Summer,3830
2022-07-02 00:00:00,Wind,Summer,670
2021-05-24 00:00:00,Wind,Spring,8343
2023-02-24 00:00:00,Wind,Winter,5199
2021-04-14 00:00:00,Wind,Spring,9278
2025-04-12 00:00:00,Wind,Spring,8931
2022-12-22 00:00:00,Wind,Winter,12428
2024-01-18 00:00:00,Wind,Winter,7810
2024-05-31 00:00:00,Wind,Spring,7089
2021-09-09 00:00:00,Wind,Fall,5141
2025-04-13 00:00:00,Wind,Spring,4906
2024-03-23 00:00:00,Wind,Spring,9137
2025-02-26 00:00:00,Wind,Winter,8535
2022-08-03 00:00:00,Wind,Summer,1047
2025-04-07 00:00:00,Wind,Spring,5598
2021-09-15 00:00:00,Solar,Fall,3974
2023-03-26 00:00:00,Wind,Spring,9201
2020-02-19 00:00:00,Wind,Winter,8999
2020-09-14 00:00:00,Wind,Fall,3828
2022-07-23 00:00:00,Wind,Summer,1099
2021-06-04 00:00:00,Wind,Summer,2095
2020-04-12 00:00:00,Wind,Spring,748
2021-01-02 00:00:00,Wind,Winter,1281
2025-05-16 00:00:00,Wind,Spring,7218
2024-01-28 00:00:00,Wind,Winter,8152
2021-10-02 00:00:00,Wind,Fall,14843
2020-09-18 00:00:00,Wind,Fall,5286
2020-11-24 00:00:00,Wind,Fall,6481
2022-12-21 00:00:00,Wind,Winter,10235
2021-07-19 00:00:00,Wind,Summer,5773
2022-06-29 00:00:00,Solar,Summer,5357
2023-12-22 00:00:00,Wind,Winter,19987
2024-12-04 00:00:00,Solar,Winter,6363
2021-02-21 00:00:00,Wind,Winter,8829
2022-06-20 00:00:00,Wind,Summer,5728
2020-11-19 00:00:00,Wind,Fall,3854
2025-11-10 00:00:00,Wind,Fall,12666
2024-12-20 00:00:00,Wind,Winter,5569
2025-05-11 00:00:00,Solar,Spring,3967
2024-11-18 00:00:00,Wind,Fall,8530
2025-03-03 00:00:00,Solar,Spring,8311
2021-12-28 00:00:00,Wind,Winter,12013
2021-10-31 00:00:00,Wind,Fall,6221
2020-12-05 00:00:00,Wind,Winter,5385
2024-05-12 00:00:00,Wind,Spring,4245
2022-04-15 00:00:00,Wind,Spring,5750
2024-12-22 00:00:00,Wind,Winter,19398
2021-02-05 00:00:00,Wind,Winter,3021
2022-07-12 00:00:00,Solar,Summer,6997
2020-06-15 00:00:00,Wind,Summer,2022
2023-10-23 00:00:00,Wind,Fall,8658
2023-02-02 00:00:00,Wind,Winter,6057
2024-07-28 00:00:00,Solar,Summer,5654
2024-10-09 00:00:00,Wind,Fall,12421
2023-02-15 00:00:00,Solar,Winter,6270
2021-11-18 00:00:00,Solar,Fall,3326
2022-06-28 00:00:00,Wind,Summer,3348
2024-01-12 00:00:00,Wind,Winter,6624
2020-06-16 00:00:00,Wind,Summer,1461
2020-07-07 00:00:00,Wind,Summer,1906
2022-09-12 00:00:00,Solar,Fall,4987
2023-06-06 00:00:00,Solar,Summer,8282
2023-12-31 00:00:00,Wind,Winter,17690
2025-02-22 00:00:00,Wind,Winter,10776
2020-02-12 00:00:00,Wind,Winter,5618
2025-07-27 00:00:00,Wind,Summer,1887
2023-10-28 00:00:00,Wind,Fall,12258
2025-05-22 00:00:00,Solar,Spring,6175
2024-12-23 00:00:00,Wind,Winter,17302
2025-08-17 00:00:00,Wind,Summer,7604
2024-04-23 00:00:00,Wind,Spring,4610
2021-03-26 00:00:00,Wind,Spring,9646
2021-12-04 00:00:00,Wind,Winter,12295
2021-02-12 00:00:00,Wind,Winter,9320
2023-08-08 00:00:00,Wind,Summer,2130
2021-01-20 00:00:00,Wind,Winter,11737
2025-08-15 00:00:00,Solar,Summer,6084
2025-03-31 00:00:00,Wind,Spring,5157
2022-11-11 00:00:00,Wind,Fall,2683
2022-07-09 00:00:00,Wind,Summer,8525
2023-09-05 00:00:00,Wind,Fall,7414
2022-11-19 00:00:00,Solar,Fall,4418
2023-10-23 00:00:00,Wind,Fall,5596
2023-01-13 00:00:00,Wind,Winter,13913
2020-04-21 00:00:00,Wind,Spring,4642
2020-12-19 00:00:00,Wind,Winter,10820
2021-01-06 00:00:00,Wind,Winter,1187
2025-06-12 00:00:00,Wind,Summer,6737
2020-06-01 00:00:00,Solar,Summer,4570
2020-12-29 00:00:00,Wind,Winter,3005
2023-03-08 00:00:00,Wind,Spring,13908
2020-02-19 00:00:00,Wind,Winter,11122
2023-07-30 00:00:00,Wind,Summer,7195
2025-01-23 00:00:00,Wind,Winter,5894
2025-05-11 00:00:00,Wind,Spring,4469
2020-07-15 00:00:00,Wind,Summer,3632
2021-04-23 00:00:00,Wind,Spring,8565
2023-07-02 00:00:00,Wind,Summer,6804
2022-04-13 00:00:00,Wind,Spring,1032
2021-12-14 00:00:00,Wind,Winter,1053
2021-01-22 00:00:00,Wind,Winter,4478
2024-12-30 00:00:00,Solar,Winter,2676
2020-01-19 00:00:00,Wind,Winter,5048
2021-01-08 00:00:00,Wind,Winter,1507
2023-08-03 00:00:00,Wind,Summer,13262
2025-10-25 00:00:00,Wind,Fall,13923
2023-05-13 00:00:00,Wind,Spring,4856
2023-07-21 00:00:00,Wind,Summer,3097
2024-10-03 00:00:00,Wind,Fall,4843
2023-03-30 00:00:00,Wind,Spring,12402
2022-07-08 00:00:00,Solar,Summer,8283
2021-08-18 00:00:00,Wind,Summer,2488
2023-06-29 00:00:00,Wind,Summer,748
2021-05-28 00:00:00,Wind,Spring,3329
2024-05-11 00:00:00,Wind,Spring,4906
2022-04-08 00:00:00,Wind,Spring,9607
2025-07-27 00:00:00,Wind,Summer,4242
2023-10-14 00:00:00,Solar,Fall,5525
2020-10-12 00:00:00,Solar,Fall,3848
2025-01-18 00:00:00,Wind,Winter,1679
2023-05-31 00:00:00,Wind,Spring,12628
2021-09-21 00:00:00,Solar,Fall,4522
2023-11-21 00:00:00,Wind,Fall,6769
2024-04-12 00:00:00,Solar,Spring,8049
2024-03-17 00:00:00,Wind,Spring,6278
2024-04-05 00:00:00,Wind,Spring,10352
2022-11-01 00:00:00,Wind,Fall,12061
2024-05-27 00:00:00,Wind,Spring,2538
2021-07-15 00:00:00,Wind,Summer,7756
2024-03-05 00:00:00,Wind,Spring,8619
2025-10-10 00:00:00,Solar,Fall,9343
2023-06-21 00:00:00,Solar,Summer,4377
2023-10-29 00:00:00,Wind,Fall,15308
2020-05-21 00:00:00,Solar,Spring,2989
2023-06-10 00:00:00,Wind,Summer,3204
2025-08-20 00:00:00,Wind,Summer,3073
2024-04-16 00:00:00,Wind,Spring,13826
2025-03-05 00:00:00,Solar,Spring,3558
2025-11-15 00:00:00,Solar,Fall,5714
2022-03-12 00:00:00,Wind,Spring,9414
2024-06-04 00:00:00,Wind,Summer,456
2020-07-28 00:00:00,Wind,Summer,6769
2021-11-06 00:00:00,Wind,Fall,6134
2025-04-25 00:00:00,Wind,Spring,3293
2021-07-25 00:00:00,Wind,Summer,2988
2022-11-01 00:00:00,Wind,Fall,15812
2024-11-10 00:00:00,Wind,Fall,1932
2021-04-19 00:00:00,Wind,Spring,1278
2021-03-29 00:00:00,Solar,Spring,5469
2021-03-12 00:00:00,Wind,Spring,9635
2025-06-07 00:00:00,Wind,Summer,12317
2023-09-02 00:00:00,Wind,Fall,4625
2023-10-27 00:00:00,Wind,Fall,9132
2021-08-10 00:00:00,Wind,Summer,590
2021-09-29 00:00:00,Wind,Fall,7118
2022-05-31 00:00:00,Wind,Spring,5487
2021-06-25 00:00:00,Wind,Summer,1451
2022-05-27 00:00:00,Solar,Spring,6179
2024-03-03 00:00:00,Wind,Spring,5144
2022-12-07 00:00:00,Wind,Winter,2507
2021-08-17 00:00:00,Wind,Summer,3684
2020-03-24 00:00:00,Wind,Spring,6133
2025-10-12 00:00:00,Wind,Fall,5244
2023-07-24 00:00:00,Wind,Summer,11156
2024-07-08 00:00:00,Solar,Summer,8159
2022-07-16 00:00:00,Solar,Summer,8810
2024-04-01 00:00:00,Wind,Spring,4949
2024-01-14 00:00:00,Wind,Winter,1253
2020-01-08 00:00:00,Wind,Winter,4927
2021-11-12 00:00:00,Wind,Fall,1575
2024-11-19 00:00:00,Wind,Fall,20597
2020-08-17 00:00:00,Wind,Summer,1750
2023-06-11 00:00:00,Wind,Summer,4575
2025-08-21 00:00:00,Wind,Summer,7365
2021-08-26 00:00:00,Wind,Summer,2542
2020-09-10 00:00:00,Wind,Fall,1247
2021-07-13 00:00:00,Wind,Summer,5065
2022-04-05 00:00:00,Wind,Spring,7386
2020-06-13 00:00:00,Wind,Summer,3366
2023-10-18 00:00:00,Wind,Fall,14535
2020-08-22 00:00:00,Wind,Summer,9129
2021-08-03 00:00:00,Wind,Summer,1153
2023-07-23 00:00:00,Wind,Summer,12004
2021-07-02 00:00:00,Solar,Summer,1628
2022-06-03 00:00:00,Solar,Summer,5923
2021-12-04 00:00:00,Wind,Winter,8370
2023-10-09 00:00:00,Solar,Fall,6407
2021-09-15 00:00:00,Solar,Fall,3648
2021-06-18 00:00:00,Wind,Summer,3517
2025-09-10 00:00:00,Wind,Fall,3815
2020-04-11 00:00:00,Solar,Spring,2530
2024-01-26 00:00:00,Wind,Winter,7990
2025-03-27 00:00:00,Wind,Spring,3169
2025-09-21 00:00:00,Wind,Fall,3184
2024-07-13 00:00:00,Solar,Summer,1101
2021-11-14 00:00:00,Wind,Fall,2421
2022-07-01 00:00:00,Wind,Summer,863
2023-07-10 00:00:00,Wind,Summer,1054
2022-11-23 00:00:00,Wind,Fall,12891
2024-12-12 00:00:00,Wind,Winter,3478
2025-04-27 00:00:00,Wind,Spring,2748
2023-01-17 00:00:00,Wind,Winter,4665
2022-04-03 00:00:00,Wind,Spring,5119
2020-10-18 00:00:00,Wind,Fall,672
2021-10-11 00:00:00,Wind,Fall,4388
2023-11-16 00:00:00,Wind,Fall,13386
2025-03-09 00:00:00,Wind,Spring,9672
2022-12-31 00:00:00,Wind,Winter,17332
2023-08-16 00:00:00,Solar,Summer,6675
2021-01-06 00:00:00,Wind,Winter,495
2025-02-08 00:00:00,Wind,Winter,8261
2022-09-26 00:00:00,Wind,Fall,6086
2025-11-10 00:00:00,Wind,Fall,6004
2020-02-01 00:00:00,Wind,Winter,10703
2022-04-22 00:00:00,Wind,Spring,4256
2023-01-24 00:00:00,Wind,Winter,2611
2025-05-05 00:00:00,Wind,Spring,9361
2020-05-08 00:00:00,Solar,Spring,4778
2021-06-16 00:00:00,Solar,Summer,2085
2020-02-16 00:00:00,Wind,Winter,11230
2023-07-04 00:00:00,Solar,Summer,5603
2023-10-26 00:00:00,Wind,Fall,6529
2024-02-28 00:00:00,Wind,Winter,3223
2022-11-29 00:00:00,Solar,Fall,2249
2020-01-06 00:00:00,Wind,Winter,6469
2025-11-09 00:00:00,Wind,Fall,2430
2024-05-12 00:00:00,Wind,Spring,3904
2021-04-30 00:00:00,Wind,Spring,1359
2023-08-27 00:00:00,Wind,Summer,2263
2024-07-27 00:00:00,Solar,Summer,3124
2025-09-26 00:00:00,Solar,Fall,5213
2022-04-01 00:00:00,Wind,Spring,9699
2020-05-12 00:00:00,Wind,Spring,5747
2024-10-07 00:00:00,Wind,Fall,7311
2022-06-30 00:00:00,Solar,Summer,4931
2024-09-20 00:00:00,Wind,Fall,3245
2024-08-10 00:00:00,Solar,Summer,4012
2023-04-30 00:00:00,Wind,Spring,3814
2025-01-23 00:00:00,Wind,Winter,6304
2022-12-03 00:00:00,Wind,Winter,6285
2025-04-24 00:00:00,Wind,Spring,2699
2025-10-02 00:00:00,Wind,Fall,2959
2020-08-09 00:00:00,Solar,Summer,3372
2020-07-10 00:00:00,Wind,Summer,4171
2023-12-26 00:00:00,Wind,Winter,7229
2024-04-28 00:00:00,Wind,Spring,10556
2024-10-12 00:00:00,Wind,Fall,6790
2022-11-25 00:00:00,Wind,Fall,3351
2023-01-14 00:00:00,Wind,Winter,17545
2022-11-08 00:00:00,Wind,Fall,11901
2024-08-29 00:00:00,Wind,Summer,2703
2025-03-16 00:00:00,Wind,Spring,9888
2020-01-19 00:00:00,Wind,Winter,4619
2025-03-13 00:00:00,Wind,Spring,2661
2024-04-04 00:00:00,Wind,Spring,8108
2023-12-05 00:00:00,Wind,Winter,6714
2020-01-16 00:00:00,Wind,Winter,4609
2025-10-15 00:00:00,Wind,Fall,5080
2020-06-03 00:00:00,Solar,Summer,3604
2024-05-11 00:00:00,Wind,Spring,5428
2020-09-25 00:00:00,Wind,Fall,10168
2022-10-05 00:00:00,Wind,Fall,9771
2024-07-02 00:00:00,Wind,Summer,2631
2023-04-21 00:00:00,Wind,Spring,2543
2024-12-05 00:00:00,Wind,Winter,14145
2025-08-07 00:00:00,Solar,Summer,5653
2020-04-05 00:00:00,Wind,Spring,7848
2024-01-26 00:00:00,Wind,Winter,9936
2023-09-03 00:00:00,Solar,Fall,9204
2022-04-12 00:00:00,Wind,Spring,2275
2020-12-29 00:00:00,Wind,Winter,5165
2023-09-08 00:00:00,Solar,Fall,3666
2024-04-26 00:00:00,Solar,Spring,6436
2024-04-14 00:00:00,Solar,Spring,4067
2020-09-07 00:00:00,Solar,Fall,5438
2022-02-18 00:00:00,Wind,Winter,13040
2020-05-21 00:00:00,Wind,Spring,1502
2020-05-04 00:00:00,Solar,Spring,5337
2023-06-10 00:00:00,Solar,Summer,4098
2024-04-03 00:00:00,Wind,Spring,15839
2020-05-23 00:00:00,Wind,Spring,3360
2020-09-04 00:00:00,Wind,Fall,1232
2020-10-07 00:00:00,Wind,Fall,8717
2023-12-02 00:00:00,Wind,Winter,3249
2024-06-28 00:00:00,Solar,Summer,6716
2021-08-22 00:00:00,Wind,Summer,3345
2023-02-17 00:00:00,Wind,Winter,9868
2022-02-16 00:00:00,Wind,Winter,16745
2022-12-03 00:00:00,Wind,Winter,6803
2021-04-08 00:00:00,Solar,Spring,5202
2025-01-05 00:00:00,Wind,Winter,19348
2024-10-08 00:00:00,Wind,Fall,10350
2022-02-12 00:00:00,Wind,Winter,4558
2023-07-07 00:00:00,Wind,Summer,4486
